Product_code,Product_name,Product_description,Product_URL,Breadcrumb_parent,Breadcrumb_active,Product_price,Rating_Value,Rating_Count,Recommended_Prods
4LB8QYVB16W6,"Mind Reader Portable Plastic Folding Lap Desk and Tray with Storage Compartment, Black","Unlike other lap desks, Mind Reader Portable Folding Lap Desk comes with an extra secret storage compartment that allows you to store school/office supplies and accessories. Once you lift the lap desk lid, you will find 3 compartments that allow you to stash anything you can think of. 1 Large compartment in the middle, that is suitable for paper and small notebooks, and two same sized side compartments for smaller items like pens, pencils, paperclips and more. The Mind Reader Lap Desk Laptop Stand, folds into a compact size that allows you to easily take this stand with you on the go. Great for traveling on business trips or in the morning on your way to work and you are working towards finishing a project for your deadline. The lapdesk folds into a briefcase sized stand. FOLDED DIMENSIONS: 12"" L x 17.5"" W x 2.5"" H. Men, women and children of all ages can use this lap desk tray. Children can use it for school work while they sit comfortably on the couch or on their bed. Adults can use it as a serving tray when a loved one is sick and cant get out of bed. This is the perfect all purpose stand for all. Equipped with 3 storage compartments on the inside that will allow you to store a variety of things. The two smaller side compartments are ideal for smaller items. The 2 side compartments have 10"" L & 2"" W. The large compartment measurements; 10"" L x 11.5"" W x 1.5"" H All-Purpose Stand - It can be used as a laptop stand, travel desk, breakfast table, bed tray, bed table, book stand, and gaming desk, beach table, portable office desk, lap tray for food, kids study desk, laptop desk, study table, workstation, standing desk, childrens desk, kids lap desk, writing desk, laptop folding table, and much more. Laptop Stand - An excellent lap top stand for you or your children. Laptop stand legs open up and comfortably sit over your lap while you use your laptop for work or school. The stand has a space for pencils, pens erasers, and other small office / school supplies. Lap Desk - Sit over your legs and use this stand as a lap desk. Place your school or office work on top of the stand and conveniently get your work done on your couch or your bed with this all-purpose lapdesk. Use this in on the bus, the train, or in the backseat of the car as this stand sits perfectly on your lap. Breakfast Table - Use this stand as a breakfast table. Excellent for those who are sick in bed or are not feeling well enough to get out of bed. Ideal for nursing homes or hospitals who need serving trays for their sick patients. Serving Tray - Useful for serving purposes, fold the legs or keep them open while you serve breakfast, lunch, dinner, or drinks for your guest. Ergonomic side handles allow you to perfectly navigate through parties or your home while keeping the tray straight and aligned with your body. Side Handles - Built in ergonomic handles on the side of the lap desk for easy transporting. Two side handles allow you to serve your guest with ease. They also allow you to get up and out of bed easier while moving the desk off your lap. A great portable desk that is designed to make your life easier. Space Saving Design - The collapsible folding lap desk is designed so that the legs fold inward and remain flat. The foldable legs make this tray easy to store and portable, allowing you to work and take this desk anywhere and everywhere comfortably. Keep your house or office space clean with the option of having it stored in your desk drawer or home closet. FOLDED DIMENSIONS: 12"" L x 17.5"" W x 2.5"" H Extra Storage Compartments Inside - Lap desk with storage compartments on the inside of the stand. Lift the top of the lap desk and find the storage space for documents, folders, magazines, papers, school supplies and more. The large compartment measurements; 10"" L x 11.5"" W x 1.5"" H. The 2 side compartments have 10"" L & 2"" W. Lightweight & Durable - Built with attention to detail, this is made of durable high quality materials. Created to hold all your belongings neat inside the kids desk with storage up to 7 pounds. This unit should last for years of usage and should not bend, break, or tear over time. Dimensions: 12 (L) x 17.5 (W) x 7.5 (H)  ",https://walmart.com/ip/4LB8QYVB16W6,Office Supplies,/Lap Desks,$23.06,3.0,7 ratings,"['2KNDKXTE8VKZ', '2QVQK5A4D4AT', '2ER6BJQVXNAC', '1ET2SHQB0J3P', '714ANWYC4X6S', '19S4I8OH5JGG', '0ZW83UY97IC1', '4UV3WD9FFW3U', '187ZO9DU4OYP', '5VPJPQ2T6J5B', '6YPLTQGAXY0K', '7BZGGK56ET51', '1TUHL3I9MKQS', '54BQWY4CS9QU', '40X8NAQND0OI', '40X8NAQND0OI', '2YLJUU02VE11', '1ZGAAOLRS8SZ', '1BGA29AL212Q', '4BDN3N7BQRW9', '73NVA0KOF7XE', '65EH19PVJEAW', '4OBMZCVFV90H', '61XNUI26ZO0X', '251U5LN21813', '509ES4799837', '40X8NAQND0OI', '2Y9QC4G7QZS2', '4P7YHOHEJZZA', '7FXDFVQVNTGL']"
5JL6JYS1P72G,"WALFRONT Lap Desk E-Table Bed Foldable Table With USB Cooling Fans Stand TV Tray,Laptop Lap Desk","DESCRIPTION: Thiscomputer desk has a simplistic design that increases the beauty of yourroom. The frame of the desk is designed to add extra stability for thedesk. The four small plastic feet prevent the desk from sliding. Youwill enjoy your online time with this computer desk.   FEATURES:  Simplistic design increases the beauty of your room The frame of the desk is designed to ensure stability Sliding keyboard tray adds convenience for you to use and store your keyboard The four small plastic feet keep the desk from sliding Silver steel frame Assembly required  SPECIFICATION:Material: Wood & SteelColor: SilverMax Capacity: 110lbsOverall dimension: 23.6""L x 18.9""W x 28.5""H Keyboard tray: 21.5""L x 10.4""W Bottom Size: 21.5""L x 15.4""W Steel Tube: 0.7mm/0.027"" Plate Thickness: 1.5"" PACKAGE CONTENT:1*Desk    Simplistic design increases the beauty of your room The frame of the desk is designed to ensure stability Sliding keyboard tray adds convenience for you to use and store your keyboard The four small plastic feet keep the desk from sliding Silver steel frame ",https://walmart.com/ip/5JL6JYS1P72G,Office Supplies,/Lap Desks,$32.98,2.3,8 ratings,"['7BZGGK56ET51', '3AIQV863Y8WK', '1J6R553TVYEH', '3Z8020CYEBRB', '5ZDFGEJNYAP4', '0ZW83UY97IC1', '187ZO9DU4OYP', '19S4I8OH5JGG', '1N0L62ESNHQV', '5VPJPQ2T6J5B', '4ZNI0RZQBMQG', '40X8NAQND0OI', '2Y95VXO8UFSG', '3DIL8VX0T9QO', '1ID6SRHH86N1', '2YLJUU02VE11', '3LGBC8Y01YZM', '1ZGAAOLRS8SZ', '4HOMX1QTATZL', '4OBMZCVFV90H', '1SCFTD317UQ1', '251U5LN21813', '52N4ZODI8CP1', '40X8NAQND0OI', '1BGA29AL212Q', '509ES4799837', '6U7CPE6M22X3', '1TUHL3I9MKQS', '40X8NAQND0OI', '2Y9QC4G7QZS2']"
7EZBIQ8FQ5BB,Costway Portable Bamboo Laptop Desk Table Folding Breakfast Bed Serving Tray w/ Drawer,"this is our portable Laptop Table which is made of bamboo and is perfect for studying, computer work or Bed Work. u can rise it up to the comfortable position. The desktop has a fan shaped design that serves as a way to dissipate heat away from your computer. Furthermore, this table even includes a cup groove that allows you to enjoy a coffee or tea.What are you waiting for!   Feature  High quality Durable and lightweight bamboo Construction easy to be cleaned and environmental friendly smooth, natural finish Adjustable tabletop Fan shaped design that serves as a way to dissipate heat away from your computer a cup groove for beverages and a convenient slide out drawer Features magnetic locking mechanism Specification  Color:Wood Material:Bamboo Overall size:21.7''(L)X13.8''(W)X8.7''(H)��12''(H) Package includes:1XLaptop Desk   Durable and lightweight bamboo Construction smooth, natural finish Adjustable tabletop Fan shaped design that serves as a way to dissipate heat away from your computer Overall size:21.7''(L)X13.8''(W)X8.7''(H)X12''(H)  ",https://walmart.com/ip/7EZBIQ8FQ5BB,Office Supplies,/Lap Desks,$39.99,4.8,77 ratings,"['60ELB6LJBD5Z', '334CN65P1TQG', '1ID6SRHH86N1', '7K1VLW20Z64H', '2Y95VXO8UFSG', '0ZW83UY97IC1', '187ZO9DU4OYP', '1N0L62ESNHQV', '1J9CDLOPA57A', '5056VNDXD600', '4ZNI0RZQBMQG', '2XHO1X0MQ57T', '5G3K05I470L5', '62SVL1IDTF0P', '7JAAWO3FMYWZ', '2YLJUU02VE11', '3LGBC8Y01YZM', '4HOMX1QTATZL', '65EH19PVJEAW', '40X8NAQND0OI', '4CPCL73MA687', '1SCFTD317UQ1', '4BDN3N7BQRW9', '40X8NAQND0OI', '65EH19PVJEAW', '509ES4799837', '19S4I8OH5JGG', '1TUHL3I9MKQS', '40X8NAQND0OI', '2Y9QC4G7QZS2']"
2MKN5RHD59M3,Kadell Adjustable Wood Bed Tray Lap Desk Serving Table Folding Legs Bamboo Food Dinner with Drawer (21 x 13 x 12 inches)," Package included:  1 x Multi-function Computer Desk   Description:  Name: Multi-function Computer Desk  Color: primary color of nanzhu  Material: Bamboo  Paint process: nitrocellulose paint, no pollution, can retain the natural texture of the original bamboo   Instructions:  1. Solid material, smooth and polished surface.  2. Please wipe the bamboo furniture with a towel before use to remove the hairs and fine burrs on the surface. When the bamboo furniture is not in use, wipe it clean, air dry it, wrap it with plastic foam, and place it in a ventilated environment.   Features:  - Organize small drawers. Convenient to place usb flash drive, earphone, mobile phone and other small objects. Gadgets are no longer easy to lose, small but practical.  - Anti - slip baffle to prevent the notebook from slipping, convenient and fashionable.  - Cup groove design, humanized design, when working or entertainment follow one's inclination. put the cup well.   CONVENIENT DRAWER DESIGN ADJUSTABLE HEIGHTS and WIDTH Adjustable and foldable, convenient and room-saving 21"" Adjustable Bamboo Laptop Desk Wood Color Bamboo material works with delicate workmanship, durable in use ",https://walmart.com/ip/2MKN5RHD59M3,Office Supplies,/Lap Desks,$31.77,4.5,4 ratings,"['41LL7N0ZDREV', '3IK2WMCSBGIF', '5A1O33AFXR20', '54XYEYLVPHIT', '4C4C3ZUCBD8M', '1N0L62ESNHQV', '6ARKIZ6KEAF4', '5056VNDXD600', '0RHO5KN36LNN', '2FUTYERAX62A', '509ES4799837', '19S4I8OH5JGG', '6U7CPE6M22X3', '1TUHL3I9MKQS', '40X8NAQND0OI', '2YLJUU02VE11', '3LGBC8Y01YZM', '40X8NAQND0OI', '4HOMX1QTATZL', '251U5LN21813', '40X8NAQND0OI', '4HOMX1QTATZL', '251U5LN21813', '4CPCL73MA687', '65EH19PVJEAW']"
3LXOS28XEAO5,"Foldable Laptop Desk, Portable Adjustable Notebook Stand Table Breakfast Serving Book Reading Bed for Home Office Sofa Bed 16.54Inches/18.90Inches",,https://walmart.com/ip/3LXOS28XEAO5,Office Supplies,/Lap Desks,$26.23,1.0,1 ratings,['Not available']
4G6UW8OT20P5,LapGear Bamboo Lap Desk - Chestnut,,https://walmart.com/ip/4G6UW8OT20P5,Office Supplies,/Lap Desks,$28.37,4.9,10 ratings,['Not available']
1LTNFJQF90JW,"Mind Reader Portable Plastic Folding Lap Desk and Tray with Storage Compartment, Green","Unlike other lap desks, Mind Reader Portable Folding Lap Desk comes with an extra secret storage compartment that allows you to store school/office supplies and accessories. Once you lift the lap desk lid, you will find 3 compartments that allow you to stash anything you can think of. 1 Large compartment in the middle, that is suitable for paper and small notebooks, and two same sized side compartments for smaller items like pens, pencils, paperclips and more. The Mind Reader Lap Desk Laptop Stand, folds into a compact size that allows you to easily take this stand with you on the go. Great for traveling on business trips or in the morning on your way to work and you are working towards finishing a project for your deadline. The lapdesk folds into a briefcase sized stand. FOLDED DIMENSIONS: 12"" L x 17.5"" W x 2.5"" H Men, women and children of all ages can use this lap desk tray. Children can use it for school work while they sit comfortably on the couch or on their bed. Adults can use it as a serving tray when a loved one is sick and cant get out of bed. This is the perfect all purpose stand for all. Equipped with 3 storage compartments on the inside that will allow you to store a variety of things. The two smaller side compartments are ideal for smaller items. The 2 side compartments have 10"" L & 2"" W. The large compartment measurements; 10"" L x 11.5"" W x 1.5"" H All-Purpose Stand - It can be used as a laptop stand, travel desk, breakfast table, bed tray, bed table, book stand, and gaming desk, beach table, portable office desk, lap tray for food, kids study desk, laptop desk, study table, workstation, standing desk, childrens desk, kids lap desk, writing desk, laptop folding table, and much more. Laptop Stand - An excellent lap top stand for you or your children. Laptop stand legs open up and comfortably sit over your lap while you use your laptop for work or school. The stand has a space for pencils, pens erasers, and other small office / school supplies. Lap Desk - Sit over your legs and use this stand as a lap desk. Place your school or office work on top of the stand and conveniently get your work done on your couch or your bed with this all-purpose lapdesk. Use this in on the bus, the train, or in the backseat of the car as this stand sits perfectly on your lap. Breakfast Table - Use this stand as a breakfast table. Excellent for those who are sick in bed or are not feeling well enough to get out of bed. Ideal for nursing homes or hospitals who need serving trays for their sick patients. Serving Tray - Useful for serving purposes, fold the legs or keep them open while you serve breakfast, lunch, dinner, or drinks for your guest. Ergonomic side handles allow you to perfectly navigate through parties or your home while keeping the tray straight and aligned with your body. Side Handles - Built in ergonomic handles on the side of the lap desk for easy transporting. Two side handles allow you to serve your guest with ease. They also allow you to get up and out of bed easier while moving the desk off your lap. A great portable desk that is designed to make your life easier. Space Saving Design - The collapsible folding lap desk is designed so that the legs fold inward and remain flat. The foldable legs make this tray easy to store and portable, allowing you to work and take this desk anywhere and everywhere comfortably. Keep your house or office space clean with the option of having it stored in your desk drawer or home closet. FOLDED DIMENSIONS: 12"" L x 17.5"" W x 2.5"" H Extra Storage Compartments Inside - Lap desk with storage compartments on the inside of the stand. Lift the top of the lap desk and find the storage space for documents, folders, magazines, papers, school supplies and more. The large compartment measurements; 10"" L x 11.5"" W x 1.5"" H. The 2 side compartments have 10"" L & 2"" W. Lightweight & Durable - Built with attention to detail, this is made of durable high quality materials. Created to hold all your belongings neat inside the kids desk with storage up to 7 pounds. This unit should last for years of usage and should not bend, break, or tear over time. Dimensions: 12 (L) x 17.5 (W) x 7.5 (H)  ",https://walmart.com/ip/1LTNFJQF90JW,Office Supplies,/Lap Desks,$21.99,4.5,2 ratings,"['4LB8QYVB16W6', '2KNDKXTE8VKZ', '2QVQK5A4D4AT', '54CAIMZ9OV6P', '16WHBQT82JN5', '0ZW83UY97IC1', '1TUHL3I9MKQS', '5VPJPQ2T6J5B', '187ZO9DU4OYP', '4UV3WD9FFW3U', '6YPLTQGAXY0K', '54BQWY4CS9QU', '508VYEUV1QFS', '2JWBG6T7AVW7', '6DIKC99K2BON', '2YLJUU02VE11', '40X8NAQND0OI', '1ZGAAOLRS8SZ', '1BGA29AL212Q', '4BDN3N7BQRW9', '73NVA0KOF7XE', '65EH19PVJEAW', '1IVKG0BZNE3Y', '251U5LN21813', '4OBMZCVFV90H', '509ES4799837', '40X8NAQND0OI', '2Y9QC4G7QZS2', '4P7YHOHEJZZA', '7FXDFVQVNTGL']"
61XNUI26ZO0X,"Sofia+Sam Multi Tasking Memory Foam Lap Desk, Wood Top with USB Light","Get your work done just about anywhere with the Sofia+Sam Multi-Tasking Memory Foam Lap Desk. It is the ultimate workstation for anyone using a laptop, tablet or smartphone. This lap multimedia desk allows you to work on a laptop or tablet, watch TV, write or read while staying alert to your phone for incoming calls and messages. It has a mouse desk that slides out and has a slot for storing your smartphone. The Sofia+Sam Multi-Tasking Memory Foam Lap Desk has a USB light to keep your equipment easily visible in the dark. It is made with soft memory foam and has an angled design to keep you comfortable. Furniture Room: Living Room, Bedroom, Office Material: MDF Assembly: Assembled ",https://walmart.com/ip/61XNUI26ZO0X,Office Supplies,/Lap Desks,$49.24,4.7,11 ratings,"['58SZ7R21S2L3', '4O3TTA1KB1CK', '0W4NCX1JZJC0', '0RD9NHDLUIRL', '1IVKG0BZNE3Y', '0ZW83UY97IC1', '187ZO9DU4OYP', '6XE5H7DU57NK', '5VPJPQ2T6J5B', '19S4I8OH5JGG', '5G3K05I470L5', '3J142MC76RYF', '1MBQEQXUXYEP', '2Y95VXO8UFSG', '3AFP4FMBBRIP', '3LGBC8Y01YZM', '2YLJUU02VE11', '40X8NAQND0OI', '1BGA29AL212Q', '4BDN3N7BQRW9', '73NVA0KOF7XE', '251U5LN21813', '1NM05EVROEX0', '65EH19PVJEAW', '16WHBQT82JN5', '509ES4799837', '1TUHL3I9MKQS', '40X8NAQND0OI', '2Y9QC4G7QZS2', '4P7YHOHEJZZA']"
29RQLXW74ERZ,Adeptus 7 Drawer Gate Leg Sewing Table,,https://walmart.com/ip/29RQLXW74ERZ,Arts Crafts & Sewing,/Sewing Tables,$127.99,4.1,53 ratings,['Not available']
3PYQZ2OLR5WJ,Ktaxon Portable Bamboo Laptop Desk Serving Bed Tray with Drawer,"Features:1. 100% natural bamboo, which is not only but also as durable as solid wood 2. Specially constructed tabletop withstands heavy loads and will not wear out or deform 3. No assembly required, it's ready to go right out of the box! 4. With a Small drawer for storage5. A stopper prevents your lap from slipping from the desktop 6. If you want Brown Color,just click here.  Specifications:1. Material: Bamboo2. Color: Wood Color3. Dimensions: 20.86"" x 13"" x (7.87-11.81)"" / 53cm x 33cm x (20-30)cm (L x W x H)4. Weight: 5.07 lbs / 2.3 kg5. Weight Capacity: 110 lbs / 50 kg6. Pattern: Double Flower   Package Includes:1 x Computer Desk Adjustable Portable Breakfast Serving Bed Tray 100% natural bamboo, which is not only but also as durable as solid wood Height adjust range fits people of different heights Specially constructed tabletop withstands heavy loads and will not wear out or deform No assembly required, it's ready to go right out of the box! With a Small drawer for storage A stopper prevents your lap from slipping from the desktop.  Specifications:    Material: Bamboo Color: Wood Color  Dimensions: 20.86"" x 13"" x (7.87-11.81)"" / 53cm x 33cm x (20-30)cm (L x W x H) Weight: 5.07 lbs / 2.3 kg Weight Capacity: 110 lbs / 50 kg Pattern: Double Flower  Package Includes:  1 x Computer Desk ",https://walmart.com/ip/3PYQZ2OLR5WJ,Office Supplies,/Lap Desks,$28.98,4.3,96 ratings,"['4ZNI0RZQBMQG', '2Y95VXO8UFSG', '3BJGS0R6AXGO', '60ELB6LJBD5Z', '6UPCN8TCKAVD', '0ZW83UY97IC1', '1TUHL3I9MKQS', '19S4I8OH5JGG', '187ZO9DU4OYP', '5VPJPQ2T6J5B', '1ID6SRHH86N1', '62SVL1IDTF0P', '5G3K05I470L5', '40X8NAQND0OI', '28FS4NGOEBOJ', '2YLJUU02VE11', '3LGBC8Y01YZM', '65EH19PVJEAW', '4HOMX1QTATZL', '40X8NAQND0OI', '1BGA29AL212Q', '4BDN3N7BQRW9', '251U5LN21813', '1NM05EVROEX0', '73NVA0KOF7XE', '509ES4799837', '40X8NAQND0OI', '2Y9QC4G7QZS2', '4P7YHOHEJZZA', '7FXDFVQVNTGL']"
509ES4799837,LapGear Lap Desk - Black,,https://walmart.com/ip/509ES4799837,Office Supplies,/Lap Desks,$10.49,4.4,187 ratings,['Not available']
794JT78DNCX1,LapGear Home Office Lap Desk for laptops - Oak Woodgrain,,https://walmart.com/ip/794JT78DNCX1,Office Supplies,/Lap Desks,$29.99,4.4,42 ratings,['Not available']
1RE0ADN7PIYH,Flash Furniture Wood Adjustable Height Open Front Desk," Student Desk with Open Book Box for Elementary - High School Grade Students Spacious 24""W x 18""D x .625"" Thick High Pressure Work Surface Natural Laminate Top with Black Lacquer Edge Treatment 20.5""W x 15""D x 5.25""H Black Metal Book Box Designed for plenty of leg room with wide and adjustable legs Silver Powder Coated Lower Legs, Black Upper Frame Finish Specialty Crafted Crisscross Frame attaches to book box at 5 points and offers superior stability Adjustable Nylon Glides protect flooring Made to last design with some assembly required Open Front Desk for classroom or remote learning from home If you need a sturdy addition to the classroom, dedicated workspace for home schooling and homework or a place for the little ones to play school then the Student Desk with Metal Book Box is just the ticket. The high pressure laminate top is .625 inches thick with a black lacquer edge treatment for safety. Under the desktop is a spacious, heavy-duty, black metal book box with ample room for books, papers and other supplies. The one of a kind crisscross tubular frame ensures stability and the legs are height adjustable to fit students of all sizes. Adjustable nylon glides keep the desk from wobbling on uneven surfaces and protect your floors by sliding smoothly when you need to move it. This open-front desk is recommended for students from elementary all the way through high school.",https://walmart.com/ip/1RE0ADN7PIYH,Office Supplies,/School Tables & Desks,$69.81,4.3,28 ratings,"['5G999D3IT0LZ', '0SRBVXCYJNSS', '5DOKA71KV1M3', '2XRUC3DBRO3N', '5QVRTGCZRVIC', '503DQWZXZX91', '6I8VHY2CPARS', '5MZZFRR650U8', '1EN4EGXPXSP8', '5J028IJUWIX0', '1BOA5V7WXL1P', '3WBBRO0XU8OX', '3NJDHV574MRA', '2ID7GEAVE4CU', '3G9YXATK4AN4']"
5EIHCRVMCSAS,Nick Jr. PAW Patrol Chair Desk with Storage Bin by Delta Children,"Give your little one a place all their own to sit with the Delta Nick Jr. Paw Patrol Chair Desk. It features graphics of your child's favorite canines and is brightly colored. This chair desk with storage bin gives them a sturdy place to rest, snack or do school work. It features plenty of room to hold toys, books and more underneath. This Paw Patrol desk also includes a cup holder for art supplies.Delta Nick Jr. Paw Patrol, Chair Desk with Storage Bin:  Dimensions: 22.83""L x 23.23""W Meets or exceeds all safety standards set by the CPSC Chair desk with storage bin is recommended for children 3 to 6 years old Can hold up to 50 lbs Paw Patrol desk is made of engineered wood and fabric  Questions about product recalls? Items that are a part of a recall are removed from the Walmart.com site, and are no longer available for purchase. These items include Walmart.com items only, not those of Marketplace sellers. Customers who have purchased a recalled item will be notified by email or by letter sent to the address given at the time of purchase. For complete recall information, go to Walmart Recalls.",https://walmart.com/ip/5EIHCRVMCSAS,Baby,/Toddler Desks & Chairs,$43.99,4.7,162 ratings,"['1X3WS8M076NE', '4MTEFITD9OH0', '4KTALLA23GD3', '2MS38KJIH4ZV', '2C56XQESMYH2', '66RM6N45VQAW', '5P44IO53T2XS', '6SVMB0CX038G', '0ZNX0MXSXOKS', '0YPBLCTJEPP7', '1VI6DPGC74YA', '1ZS4J1958Z29', '6IEDYFW3OIJR', '57GNQ7LAJ1DE', '489NLHY0FE94', '44XYTCIIJ5UU', '6N2LYY02U8QO', '47C90DYAGGUQ', '3F3MKDDBVAUP', '1ZS4J1958Z29']"
1TUHL3I9MKQS,"Greenco Bamboo Foldable Breakfast Table, Laptop Desk, Bed Table, Serving Tray","Made of durable natural bamboo and known to be environmentally friendly, stronger and more beautiful than regular wood.   Ideal for serving breakfast, dinner, wine, laptop desk, hospital serving tray, or use for an elegant decoration display.  Foldable legs and two hollowed out handles for easy carrying. Surrounding tray lips prevent items from falling over.  Hand wash with mild soap warm water, for extended life of tray use bamboo oil occasionally.  Tray measures approximately 20"" L x 12"" W x 2.5"" H when folded, 9"" H when standing.    Add an elegant touch of bamboo style to your home interior with this classy serving tray.This tray can be used either as a server or a decoration holder. Whether it's breakfast, appetizers, or wine glasses, spoil your guests by serving them with this platter. Or, show off your favorite candles, keepsakes, and more on its smooth surface or simply use it as a laptop desk, bed table, etc.Bring sophisticated bamboo design to your life with this convenient and stylish serving tray.",https://walmart.com/ip/1TUHL3I9MKQS,Office Supplies,/Lap Desks,$19.99,4.5,65 ratings,"['1N0L62ESNHQV', '2FUTYERAX62A', '5056VNDXD600', '2Y95VXO8UFSG', '4LB8QYVB16W6', '19S4I8OH5JGG', '0ZW83UY97IC1', '4UV3WD9FFW3U', '187ZO9DU4OYP', '5VPJPQ2T6J5B', '2KNDKXTE8VKZ', '6YPLTQGAXY0K', '2S1S6LCQZEPK', '1CAF584VMLOK', '4ZNI0RZQBMQG', '2YLJUU02VE11', '3LGBC8Y01YZM', '65EH19PVJEAW', '4HOMX1QTATZL', '40X8NAQND0OI', '65EH19PVJEAW', '4HOMX1QTATZL', '1SCFTD317UQ1', '40X8NAQND0OI', '251U5LN21813', '509ES4799837', '40X8NAQND0OI', '2Y9QC4G7QZS2', '4P7YHOHEJZZA', '7FXDFVQVNTGL']"
6N2LYY02U8QO,Sesame Street Elmo Toddler Desk Chair with Storage,"The Sesame Street Desk & Chair with Storage Bin is a smart and cute addition to any childs room. A perfect place to color, play or study, this kids desk and chair makes things easier for kids. The flat working surface is large and has a cup holder for added convenience. The chair with under-seat storage gives your toddler his or her own place to learn and grow. Besides just being functional, this toddler desk and chair set is fun and colorful to look at. With shades of blue, red, green, and pictures of cartoon characters seen on the sides, the desk set is a fun way to get your kid started with learning. The Sesame Street Desk & Chair with Storage Bin is made from MDF material for durability.Sesame Street Desk & Chair with Storage Bin:  Age Range: 18-60 months The kids work desk is made of MDF material Drop-down cup holder provides space to store pens and pencils or a drink Pull-out fabric storage bin fits perfectly under the seat for extra storage Dimensions of Desk: 17.75"" x 12"" Dimensions of Chair: 24"" x 21"" x 21.5"" Seat Height of Chair: 10.5"" Maximum Weight Capacity of Chair: 50 lbs Assembly required Assembly instructions and hardware included ",https://walmart.com/ip/6N2LYY02U8QO,Baby,/Toddler Desks & Chairs,$39.99,4.5,343 ratings,"['6JGDC7HYMKJP', '4MTEFITD9OH0', '1ZS4J1958Z29', '39DDWV8IIDPF', '5EIHCRVMCSAS', '0RVDQ5VJ58VQ', '315VQKMVETJ6', '3BDFDNI87DVT', '4IN7CL2N0L6F', '2YD3O61AX4QV', '3768IIVZ8QFO', '1X3WS8M076NE', '2997LP5BHU48', '2CYGK4SSN629', '33O5J51PB6CM', '44XYTCIIJ5UU', '4KTALLA23GD3', '47C90DYAGGUQ', '3F3MKDDBVAUP', '1ZS4J1958Z29']"
4YXAGV4IFGF6,Jeco Wicker Chair in White with Tan Cushion (Set of 4),,https://walmart.com/ip/4YXAGV4IFGF6,Patio & Garden,/Outdoor Chair Cushions,$582.60,0.0,0 ratings,['Not available']
7BZGGK56ET51,Ktaxon 360Adjustable Folding Laptop Notebook Desk + Cooling Fan Table Stand Bed Tray,"Introduction: This is a portable and versatile folding computer desk that can be placed on adesk to be a standing desk, or on a bed or anywhere you want to use your laptopcomfortably! You can also put books or tablets to free your hands. The foldabletable legs can be rotated 360 degrees. Lock the position at different angles.Press the adjustment knob to adjust the angle. The knob has a scale for you toconfirm the angle and adjust balance of the table. The legs are made of aluminumalloy, which is durable and flexible. There is a fan under the table,which can help your electronic equipment dissipate heat and improve its servicelife.  Features:1. The legs are made of aluminumalloy, and the adjusting knobs are made of ABS hard plasticplates, which is very durable and flexible. The legs can be rotated 360degrees, locked at different angles, providing the most comfortable typing angleand reducing the pressure on the neck and shoulders. Release your backpain2. Can be used as breakfast trays, place audio equipment, projectors,notebook stand-up desks, book trays, writing desks, and other laptopstands3. Includes a mouse panel that can be installed on the right leg4.Two anti-skid buckles can be installed on the edge of the table. When thedesktop is tilted at an angle, it can prevent the item from slipping down5.There is a fan under the table, which can help you dissipate heat and improvethe service life of your electronic equipment6. No assembly required. Theangle of the table leg is adjusted by the spring buckle without additional tools  Specifications:1. Material: Aluminum Alloy & ABS Hard Plastic 2. Color: Black3. Dimensions: 3.15"" x 10.24"" x (15.75-18.9)"" / 8 x 26 x (40-48)""cm (L x W x H)4. Weight: 60oz / 1.7kg5. Rotation: 360°6. with Fan: Yes7. Fan Diameter: 7.68"" / 19.5cm8. Fan Speed: 820±10%RPM9. Max.Air Volume: 96CFM10. Noise: 25dB(A) Package Includes:1 x Folding Table Support 360-degree rotation Built with fan to dissipate heat Also with a mouse plate for convenient operation Folding design to save space ",https://walmart.com/ip/7BZGGK56ET51,Office Supplies,/Lap Desks,$28.99,4.0,92 ratings,"['3JEZIJ0IV6EB', '1J6R553TVYEH', '2A7XQGBJV94Y', '3AIQV863Y8WK', '6Q22QPIOHAAQ', '0ZW83UY97IC1', '1N0L62ESNHQV', '19S4I8OH5JGG', '187ZO9DU4OYP', '5056VNDXD600', '4ZNI0RZQBMQG', '5JL6JYS1P72G', '2Y95VXO8UFSG', '2IWYVXEHADVS', '1ID6SRHH86N1', '3LGBC8Y01YZM', '52N4ZODI8CP1', '4HOMX1QTATZL', '4OBMZCVFV90H', '2YLJUU02VE11', '1SCFTD317UQ1', '40X8NAQND0OI', '251U5LN21813', '4CPCL73MA687', '1NM05EVROEX0', '509ES4799837', '6U7CPE6M22X3', '1TUHL3I9MKQS', '40X8NAQND0OI', '2Y9QC4G7QZS2']"
