Product_code,Product_name,Product_description,Product_URL,Breadcrumb_parent,Breadcrumb_active,Product_price,Rating_Value,Rating_Count
30BOHKRHALOH,"Wireless Bluetooth Earbuds, Hands-free Calling Sweatproof In-Ear Headset Earphone with Charging Case for iPhone/Samsung & Smart Phones, I0361","2020 New Auto Pairing Wireless Headphones V5.0, 24 Play Time Touch Control TWS True Wireless Earphones with Charging Case, IPX7 Waterproof and Portable Sports Bluetooth Earbuds Noise Reduction Built-in Microphone for iPhone, Android Powerful Bluetooth 5.0 Wireless Headphones Equipped with the most advanced Bluetooth 5.0, the transmission speed is up to 2 times the traditional playback of video and games without delay. These bluetooth headphones have an extraordinarily stable connection at a distance of up to 10 meters. Compatible with 99% Bluetooth devices and systems in the market. HiFi-Sound Quality The unique design of the true wireless bluetooth headphones enhances the depth of the sound, the sense of presence and space, providing a three-dimensional effect that brings you the shock of the scene. Magnetic suction design you will never worry about the earbuds falling out. Ergonomically designed earpieces makes it match ear canal to perfection. Perfect for running, jogging, hiking, yoga, exercises, gym, fitness, travelling and etc. Ideal for Chrismas Gift/Present, Birthday Gift/Present, Public Holiday. Long Battery Life Wireless earbuds can last for over 4 hours to 4.5 hours music playtime on a single charge. While on the go charging case the super musical earbuds power can last up to 24 hours. Touch Control and Automatic Pairing Super easy to use. The earbuds will automatically pair each other when you take them out of the charging case, which is quite different from the traditional earphones that need to press the power button to connect. At the same time, earbuds are touch-controlled. One-key operation, convenient and fast. Comfortable & Lightweight Design Extremely 0.14 oz (4g) light weight that keeps the Bluetooth earbud comfortably in the ear and never fall out. Portable charging case, One piece compact design for easy stowing and carrying. IPX7 Waterproof and Sweatproof Thanks to the IPX7 water-proofing, the In-Ear Bluetooth headset keeps you in top condition, whether you're sweaty after a strenuous workout. Compatible Devices iPhone 11 Pro, iPhone11, iPhone XS, iPhone XR, iPhone XS Max, iPhone X, iPhone 8, iPhone 8 Plus, iPhone 7, iPhone 7 Plus, iPhone 6s, iPhone 6, iPhone 6s Plus, iPhone 6 Plus, Apple Watch, iPad Pro, iPad Air 2, iPad Air,iPad mini 4. Google Pixel 2, Google Pixel 3, Google pixel 3xl, Google pixel 3a, Google pixel 3a xl; Samsung Galaxy S10, Samsung Galaxy S10 Plus, Samsung Galaxy S10e, Samsung Galaxy S9, Samsung Galaxy S9 Plus, Samsung Galaxy S8, Samsung Galaxy S8 Plus, Samsung Galaxy S7, Samsung Galaxy S7 edge, Samsung Galaxy S6, Samsung Galaxy S6 edge, Samsung GalaxyNote 9, Samsung Galaxy Note 8. Special Features - Smart Touch Technology - Support Answer/Hang Up - Support Pause/Play Back - Support Call Back - Support to activate Siri through 3 times of touching - Support hands-free phone calls - Support Previous/Next Song Specifications Bluetooth-Name: Bluetooth Headset Bluetooth version: 5.0 Wireless range: About 10m Battery capacity of the headphone: 40 mAh * 2 Loading box capacity: 1200 mAh Charging time: ≤ 2 hours Headphone style: In the ear Talk time: 4-5 hours Hours standby time: About 150 hours Charging voltage: 5.5V Earplugs Weight: 4g * 2 Music playback time: 3.5 hours Normal call distance: 10 Package Included 2 * TWS Bluetooth headphones 1 * Magnetic charging box 1 * USB charging cable 3 * Silicone earmolds (S / M / L) 1 * User guide book SIZE WORRY FREE - 3 sizes of eartip options provide individualized fit and comfort for all-day wearing so that you can focus on reaching your goals wearing these wireless headphones SWEATPROOF TECHNOLOGY - You can enjoy beautiful music while you are running, jogging, camping, hiking, traveling, yoga, fitness workout, gym exercises or any other sports. Do not worry the earbuds falling out. STABLE CONNECTIVITY: Provide stable and seamless connectivity with Bluetooth 5.0. You can use these earbuds for both clear personal and business calls. DENOISE: SEGMART wireless earbuds can block out most of surrounding noises, and do avoid wind noise created during running, biking, jogging, etc. So that you can focus on reaching your goals wearing these wireless headphones. WORRY FREE WARRANTY - 1-Year Manufacturer's Warranty and 30 days no-questions-asked return policy. Include:2 x Wireless earbuds1 x 1200mAh Magnetic Charging Case1 x USB to Micro USB Charging cable1 x User Manual ",https://walmart.com/ip/30BOHKRHALOH,Electronics,/Headphones,$26.94,4.2,285 ratings
5XG2BNQQQ1MS,iJoy Matte Finish Premium Rechargeable Wireless Over Ear Bluetooth Headphones With Mic,,https://walmart.com/ip/5XG2BNQQQ1MS,Electronics,/Headphones,$16.99,4.1,280 ratings
6LTK49217DWK,"Wireless Bluetooth Earbuds, Hands-free Calling Sweatproof In-Ear Headset Earphone with Charging Case for iPhone/Samsung & Smart Phones, I0359","2020 Updated Version Wireless Bluetotoh Earbuds, True Wilreess Bluetooth 5.0 Earbuds with 1200mAh Charging Case, Upgrade Deep Bass 3D Stereo Sound Fashionable Headphones, 120H Playtime, IPX7 Waterproof Built-in Mic Earphones 2020 Latest LED Display Charging Case With the individual LED display on the case can help check the power of the wireless earbuds and charging case at any time.  L/R Bluetooth earbuds battery separated LED display design, it will display how much battery remaining in the charging base When putting into the case, you can know when is the best time to charge. Auto Pairing Bluetooth 5.0 TWS Wireless Earbuds Sweatproof in-Ear Wireless Headphones with Stereo Hi-Fi Sound,Bluetooth Earbuds with Portable Charging Case, True Wireless Earbuds for iphone/Android High Voice Quality Wireless Earbuds The most advanced stereo Bluetooth Wireless Earbuds on the market today, provide crystal clear, true sound. Compare headphones in 2019, this earphone uses the CVC8.0 noise isolation, smart filter noise, make the phone call more Clear. Moreover, Built-in High-Quality Audio Chips Let You Experience Music In An Immersive Way. Wireless Earbuds Are The Perfect  Christmas/ Birthday/Valentine's Day Gift for Men or Women. Easy to Pair-One-Step Paring Technology You don’t need any skills to use earbuds. They are easy to connect as they are available for a connection whenever they are on. The 2 earbuds will be paired with each other when you take it out from the charging box. Smart Design Magnetic suction design, you will never worry about the earbuds falling out. Ergonomically designed earpieces makes it match ear canal to perfection. Perfect for running, jogging, hiking, yoga, exercises, gym, fitness, travelling and etc. Ideal for Chrismas Gift/Present, Birthday Gift/Present, Public Holiday. 120 Hours Playing Time The large capacity of 1200mAh charging case provides about 25 times full charge for both of earbuds. Max 5-6hrs playing time for each earbud each charge. Cumulative 120hrs playing time, 150hrs talk time if use charging case. The latest dual-battery design makes charging faster, lasts longer and more stable, make your sport always accompanied by music. Low power consumption, long playing time. Hands Free Making/Answering Call- Both earbuds can answer and make call. Compatible Devices iPhone 11 Pro, iPhone11, iPhone XS, iPhone XR, iPhone XS Max, iPhone X, iPhone 8, iPhone 8 Plus, iPhone 7, iPhone 7 Plus, iPhone 6s, iPhone 6, iPhone 6s Plus, iPhone 6 Plus, Apple Watch, iPad Pro, iPad Air 2, iPad Air,iPad mini 4. Google Pixel 2, Google Pixel 3, Google pixel 3xl, Google pixel 3a, Google pixel 3a xl; Samsung Galaxy S10, Samsung Galaxy S10 Plus, Samsung Galaxy S10e, Samsung Galaxy S9, Samsung Galaxy S9 Plus, Samsung Galaxy S8, Samsung Galaxy S8 Plus, Samsung Galaxy S7, Samsung Galaxy S7 edge, Samsung Galaxy S6, Samsung Galaxy S6 edge, Samsung GalaxyNote 9, Samsung Galaxy Note 8. Huawei P20, Huawei P20 Pro, Huawei Mate 20, Huawei Mate 20 Pro, Huawei Mate 20 Lite; OnePlus 6t, OnePlus 7; SONY, LG G5, LG V10, LG G4. Specifications Bluetooth Version:Bluetooth V5.0 Communication Distance: 20-30 feets Color: Black Size: 3.14"" x 1.42"" x 1.22""(L x W x H) Charging Case Capacity: 1200mAh 5V/1A Charging Time (Charging Case) : 1 Hour Earbuds Talk time: 4-5 hours (Each Chage) Play Time: 5-6 hours (Each Chage) Total Play Time: 120 Hours Communication Distance: 20-30 feets Package Includes 1 x Pair Bluetooth Earbuds 1 x Charging Case 1 x Charging Cable 2 x Pair Earphone Cushions 1 x User Manua SIZE WORRY FREE - 2 sizes of eartip options provide individualized fit and comfort for all-day wearing so that you can focus on reaching your goals wearing these wireless headphones SWEATPROOF TECHNOLOGY - You can enjoy beautiful music while you are running, jogging, camping, hiking, traveling, yoga, fitness workout, gym exercises or any other sports. Do not worry the earbuds falling out. STABLE CONNECTIVITY: Provide stable and seamless connectivity with Bluetooth 5.0. You can use these earbuds for both clear personal and business calls. DENOISE: SEGMART wireless earbuds can block out most of surrounding noises, and do avoid wind noise created during running, biking, jogging, etc. So that you can focus on reaching your goals wearing these wireless headphones. WORRY FREE WARRANTY - 1-Year Manufacturer's Warranty and 30 days no-questions-asked return policy. Include:2 x Wireless earbuds1 x Magnetic Charging Case1 x USB to Micro USB Charging cable1 x User Manual ",https://walmart.com/ip/6LTK49217DWK,Electronics,/Headphones,$23.99,3.8,257 ratings
2MF94KM7QEHK,"Koss 192980 Ur20 Full-size, Over-the-ear Headphones","Enjoy your favorite tunes in complete privacy with these Koss UR20 Full-Size Over-The-Ear Headphones Black. Equipped with leatherette ear cushions, these Koss over-the-ear headphones are quite comfortable and deliver maximum outside noise isolation for your listening pleasure. Featuring an impedance of 32 ohms combined with a dynamic element, they provide a clear, crisp sound at many different frequency levels. These Koss UR20 headphones are built for long life and have a 3.5mm plug as well as a long cord for user convenience.Koss 192980 Ur20 Full-size, Over-the-ear Headphones",https://walmart.com/ip/2MF94KM7QEHK,Electronics,/Headphones,$16.83,4.4,544 ratings
3SGIEKZ5Q02D,Apple Earpods OEM Original Stereo Headphones w/ Inline Control - White MD827LL/A,"These Apple Earpods OEM Original Stereo Headphones with Inline Control MD827LL/A provide for comfortable and convenient use. They feature a unique in-ear design for a deeper richer bass tone. These stereo in-ear headphones have an inline remote and microphone giving one high-quality audio and crystal clear sound. They make an ideal addition to listening needs allowing adjustment of the volume, control of the playback of music, video and answer or end call function with a pinch of the cord. These Apple stereo headphones can be carried in an overnight bag or in one's pocket during travel. They're convenient and attractive, which makes them ideal for music lovers of all ages. These Apple Earpods OEM original stereo headphones with inline control MD827LL/A are offered in white and can be used in a variety of devices, at home or on the go. Apple Earpods OEM Original Stereo Headphones with Inline Control White MD827LL/A:   Unique in-ear design White color Stereo headphones Apple earpods with remote and mic provide a comfortable fit Deeper, richer bass tone Stereo in-ear headphones can be carried anywhere in an overnight bag or in one's pocket Ideal for music and media lovers of all ages Can be used with multiple devices at home or on the go ",https://walmart.com/ip/3SGIEKZ5Q02D,Electronics,/Headphones,$13.62,3.7,493 ratings
2OBCEV3MMSG5,2 Pack of OEM Original Earbud Earphone Headset Headphones With Remote for Samsung Galaxy S6 edge S7 edge S8 S9 S8+ S9+ Plus EO-EG920LW sold by Afflux White,,https://walmart.com/ip/2OBCEV3MMSG5,Electronics,/Headphones,$10.99,3.5,147 ratings
7GJOECOMI4CB,Portable Mini Bluetooth Speakers Wireless Hands Free LED Speaker With TF USB Sound Music For Mobile Phone,,https://walmart.com/ip/7GJOECOMI4CB,Electronics,/Portable Wireless & Bluetooth Speakers,$7.62,2.5,36 ratings
6SC1JE09O76S,Unisex  Stereo In-Ear Earphones Earbuds Handsfree Bluetooth Sport Wireless Headset AMZSE,,https://walmart.com/ip/6SC1JE09O76S,Electronics,/Wireless and Bluetooth Headphones,$4.99,2.8,100 ratings
3CY25MR6H28X,Sony EX Monitor Headphones (Black),,https://walmart.com/ip/3CY25MR6H28X,Electronics,/Headphones,$9.98,3.0,142 ratings
4KOTOAEJRAUQ,"JLab Audio Go Air True Wireless Earbuds +Charging Case | Dual Connect | IP44 Sweat Resistance | Bluetooth 5.0 Connection | 3 EQ Sound Settings: JLab Signature, Balanced, Bass Boost",,https://walmart.com/ip/4KOTOAEJRAUQ,Gifts & Registry,/Gift Finder,$29.88,4.1,853 ratings
6W8ZA2RP5G69,Apple EarPods with Lightning Connector,"Unlike traditional, circular earbuds, the design of the EarPods is defined by the geometry of the ear. Which makes them more comfortable for more people than any other earbud-style headphones. The speakers inside the EarPods have been engineered to maximize sound output and minimize sound loss, which means you get high-quality audio. The EarPods with Lightning Connector also include a built-in remote that lets you adjust the volume, control the playback of music and video, and answer or end calls with a pinch of the cord.  Designed by Apple   Deeper, richer bass tones   Greater protection from sweat and water   Control music and video playback   Answer and end calls ",https://walmart.com/ip/6W8ZA2RP5G69,Gifts & Registry,/Gift Finder,$18.59,4.3,450 ratings
2SGRFEZICW9F,"Midland, MROER210, ER210 E+Ready Compact Emergency Crank Weather Radio, 1","This versatile emergency radio keeps you informed during severe weather or civil emergencies, and can alert search and rescue teams to your whereabouts. Multiple power sources from solar, hand crank and a rechargeable battery ensure long-lasting functionality through any situation. Extremely bright flashlight with a low and high brightness setting uses Cree LED bulbs to effectively enhance your visibility in dark conditions. SOS flashlight beacon transmits Morse code for emergency assistance. Handy smartphone/tablet charger connects to your devices through a USB connection for quick charges. NOAA weather radio notifies you when an alert has been issued on your local channel. Midland ER210 E+Ready Compact Emergency Crank Weather Radio  Multiple power sources: solar, hand crank and rechargeable battery Extremely bright flashlight uses Cree LEDS (1400 Lux) SOS Flashlight Beacon - activates Morse code for emergency assistance Long battery life - up to 25 hours of normal use Charge your smartphone/tablet through USB connection ",https://walmart.com/ip/2SGRFEZICW9F,Gifts & Registry,/Gift Finder,$39.92,4.3,107 ratings
635MJL3NWT7P,Uniden Bearcat 300-Channel Handheld Scanner with Antenna (BC75XLT),"Stay prepared with the Uniden Bearcat 300-Channel Handheld Scanner with Antenna. It's an easy way to check up on emergency reports during natural disasters or keep up to date on sporting events such as NASCAR races in real time. The Uniden scanner features 10 programmable scanner banks and a total of 300 channels to listen to. Close Call RF capture technology automatically allows it to detect and tune to nearby transmission, making it easier to find a frequency. This Bearcat scanner is also designed to be compatible with your computer to program it to suit your needs. It only requires two AA batteries for operation. Uniden Bearcat 300-Channel Handheld Scanner with Antenna:  300 channels/10 banks Uniden scanner has a compact design Close call RF capture technology Frequency coverage 10 programmable search ranges 6 preprogrammed service searches Bearcat scanner has a backlit display 2 x AA battery operation (batteries not supplied) Priority scan Delay Sport scanner Public safety scanner Use to tune in to sports events like NASCAR and many others Use your computer to program it to function as you desire Suitable for checking up on emergency reports when natural disaster happens Made to detect and tune to close transmissions automatically Compact design makes it easy to transport ",https://walmart.com/ip/635MJL3NWT7P,Auto & Tires,/CB Radios & Scanners,$78.00,3.8,122 ratings
50UEU34V6294,Whistler WS1040 Digital Handheld Scanner,"Be ready for emergencies! The Digital Handheld Radio Scanner 1040 from Whistler receives VHF Lo 29MHz-54MHz, Aircraft 108MHz-136.99166MHz, VHF Hi 137MHz-174MHz, VHF Ham 216MHz-225MHz, Government/Military 225MHz-406MHz, UHF 406MHz-512MHz, Public Service 700MHz and 800/900MHz and Ham 1240MHz-1300MHz. SKYWARN provides instant access to frequencies used by storm spotter networks to monitor storm conditions as they occur.SAME/all-hazards weather alerting displays the weather event and sounds an alert for a chosen specific county or counties. DIgital AGC instantly compensates for low user audio levels that are common on digital systems. Object-oriented user interface features common data entry, browsing and control methods for every scannable object. The scan list allows arranging, grouping and scanning objects according to preference. Free-form memory organization allocates memory dynamically and efficiently as it is needed. V-scanner technology saves complete radio configurations within the radio, for recall into main memory as needed in the field. LTR Home Repeater AutoMove automatically moves the frequencies to the proper home repeater slots as transmissions are received on the system. Subaudible squelch decoder provides fast, reliable decoding of subaudible squelch signaling with squelch tail elimination. The unit also quickly sweeps the scanner's frequency ranges for transmissions from nearby sources.Object-oriented User Interface Features Common Data Entry, Browsing & Control Methods For Every Scannable Object  Scan List Allows Arranging, Grouping & Scanning Objects According To Preference  Free-form Memory Organization Allocates Memory Dynamically & Efficiently As It Is Needed  V-scanner Technology Saves Complete Radio Configurations Within The Radio For Recall Into Main Memory As Needed In The Field-21 Folders Are Provided, Each Capable Of Storing Over 1,800 Objects With A Memory Capacity Of Main Memory Combined With V-scanners Is Over 37,800 Objects  Skywarn Provides Instant Access To Frequencies Used By Storm Spotter Networks To Monitor Storm Conditions As They Occur  Same/all-hazards Weather Alerting Alerts Of Severe Weather & Other Hazards In The Chosen County Or Counties   Digital Agc Instantly Compensates For Low User Audio Levels That Are Common On Digital Systems  Ltr Home Repeater Automove Automatically Moves The Frequencies To The Proper Home Repeater Slots As Transmissions Are Received On The System   Subaudible Squelch Decoder Provides Fast, Reliable Decoding Of Subaudible Squelch Signaling With Squelch Tail Elimination  Quickly Sweeps The Scanner's Frequency Ranges For Transmissions From Nearby Sources",https://walmart.com/ip/50UEU34V6294,Office Supplies,/Scanners,$249.99,4.0,31 ratings
1QCZY0PH3P7P,"Apple Lightning to USB Cable, 3 ft","Get more from your devices with the Apple Lightning to USB Cable, 3' It's a simple way to replace a factory original charger that's lost or worn out, or just keep it on hand as a spare. The design is compatible with most iPhone and iPod models for your convenience. The compact size fits easily in a handbag or backpack, so it's a worthwhile choice for travel and commuting. This Apple 3' Lightning cable is also simple to store when not in use. Measuring 1m, it's the same length as most factory originals and offers plenty of length to configure your space easily. The white jacket keeps the interior cabling protected and offers a sleek appearance that will complement your other gear. It's quick and easy to use. Simply plug it in to charge your device. This iPhone Lightning cable can also sync your electronics with a Mac or Windows PC, for transferring files like photos, music and videos.Apple Lightning to USB Cable:  Use to charge and sync your iPhone or iPod with your Mac or Windows PC Apple 3' Lightning cable is compatible with most iPhone and iPod models Small size for convenient carrying Easy to store when not in use Quick and easy-to-use iPhone Lightning cable Transfer files like music, photos and videos between device and computer Length: 1m ",https://walmart.com/ip/1QCZY0PH3P7P,Cell Phones,/Lightning Cable,$3.99,3.8,627 ratings
3IRQSQ10YURR,"Cobra 23-Mile 2-Way Radios Walkie Talkies, 2-Pack (Cxt385)","Stay connected to your partner with these Cobra Cxt385 23-Mile Radios Walkie Talkies. They come with rechargeable batteries and a microUSB charging cable. These 2-way radios walkie talkies offer a total of 2662 channel combinations, available in sub-channel and digital sub-channel codes. These combinations prevent interference from other radios. They also boast voice-activated (VOX) transmission, which frees up your hands for other tasks. Use the built-in NOAA radio receiver to stay prepared for storms and other emergencies. These Cobra walkie talkies are an affordable and compact option for everyone from the novice to the professional enthusiast. Take them along for camping, hiking, skiing and other outdoor activities. Cobra Cxt385 23-Mile 2-Way Radios Walkie Talkies, 2-Pack:  Up to 23-mile range Each with 22 channels with 2,662 total sub-channel and digital sub-channel codes Cobra walkie talkies come in a compact design with extended range NOAA weather and emergency radio Be prepared for storms and emergencies with built-in NOAA receiver Designed for outdoor use VOX voice activated transmissions frees hands for other tasks Call alert ",https://walmart.com/ip/3IRQSQ10YURR,Office Supplies,/Walkie Talkies & 2-Way Radios,$26.72,3.4,21 ratings
2EOG1U3X21FD,Cobra RX385 Walkie Talkie - Rugged Water Resistant and up to 32 Mile Range,"Cobra® RX385 Walkie Talkie / 2-Way Radio Stay connected wherever you go with this pair of Walmart Exclusive Cobra RX385 FRS 2-Way Radios. The built-in NOAA radio receivers let you tune into 10 weather channels, and the available 40 channels provide extended signal range with 2,662 channel combinations. These Cobra FRS 2-way radios offer crystal-clear transmissions with a range of up to 32 miles so you can stay in touch with friends on outdoor adventures.   COBRA® - THE INDUSTRY LEADERCobra Electronics is a 50-year old global brand which focuses on mobile communication and navigation products. #1 in US Consumer Market with majority market share   FEATURES OF THE COBRA RX385  POWERFUL + LONG DISTANCE - Up to 1.5 Watts with a long range of up to 32 Miles 40 CHANNELS - 40 Channels with 80 Privacy Codes EXTENDED BATTERY LIFE - Long Runtime of up to 18 hours of continuous usage VOX - Voice-activated transmission enables hands-free operations RUGGED ANTI-SLIP DESIGN - Minimize your fear of drops with our anti-slip comfort design IPX4 WATER RESISTANCE - Water Resistance IPX4 Certified NOAA EMERGENCY WEATHER RADIO - Know your surroundings by utilizing our NOAA Emergency Weather Radio BUILT IN LED FLASHLIGHT - Our handy LED Flashlight helps keep you safe no matter your surroundings  Key Features of the RX385:      UHF ultra-clear long distance reception Up to 32 mile range 40 channels 10 NOAA weather channels and NOAA weather alert Emergency alert feature Weather and Water Resistant Built-in LED Flashlight VOX Battery saver circuitry Scan feature allows the user to scan either channels or privacy codes within a channel to locate conversations in progress Key lock 10 call tones allows user to differentiate between up to 10 different parties on incoming calls Roger beep tone Auto squelch Maximum range extender Speaker/microphone/charger input Keystroke tone signal Includes 2 belt clips, micro USB charging cable with Y-plug, and 6 A NiMH rechargeable batteries Up to 32 mile range 40 channels 10 NOAA weather channels and NOAA weather alert Emergency alert feature Weather and Water Resistant Built-in LED Flashlight VOX Battery saver circuitry Scan feature allows the user to scan either channels or privacy codes within a channel to locate conversations in progress Key lock 10 call tones allows user to differentiate between up to 10 different parties on incoming calls Roger beep tone Auto squelch Maximum range extender Speaker/microphone/charger input Keystroke tone signal Includes 2 belt clips, micro USB charging cable with Y-plug, and 6 A NiMH rechargeable batteries ",https://walmart.com/ip/2EOG1U3X21FD,Electronics,/Cobra Electronics,$39.00,4.4,34 ratings
5KNNJ1OV92WP,Westclox LCD Alarm Clock,"Wake up with the Westclox LCD Alarm Clock. It is a must-have for students or business professionals. It features a snooze button for when you just need to have that extra five minutes of shut-eye. This Digital LCD alarm clock features a large display that is easy to read. It features a sleek curved design that pairs well with a variety of room decor. Place it on your nightstand in your dorm or bedroom to wake up on time every day. Westclox LCD Alarm Clock: Digital display 1"" LCD display Westclox alarm clock is easy to read Snooze/light button Wakes you up on time Backlight for viewing in the dark Features a sleek curved design Available in black ",https://walmart.com/ip/5KNNJ1OV92WP,Electronics,/Speaker Docks & Alarm Clocks,$6.88,2.8,40 ratings
49N5TFIRTT15,"AirPods Case [Front LED Visible], GMYLE Silicone Protective Shockproof Earbuds Case Cover Skin with Keychain Kit Set Compatible for Apple AirPods 1 & 2 (Black)",,https://walmart.com/ip/49N5TFIRTT15,Electronics,/Airpods Cases,$5.98,4.3,37 ratings
3QAR9OBE2QS7,Apple EarPods with Lightning Connector A1748 - White,"Unlike traditional, circular earbuds, the design of the EarPods is defined by the geometry of the ear. Which makes them more comfortable for more people than any other earbud-style headphones. The speakers inside the EarPods have been engineered to maximize sound output and minimize sound loss, which means you get high-quality audio. The EarPods with Lightning Connector also include a built-in remote that lets you adjust the volume, control the playback of music and video, and answer or end calls with a pinch of the cord. Designed by Apple Deeper, Richer Bass Tones Greater protection from sweat and water Control music and video playback - Answer and end calls ",https://walmart.com/ip/3QAR9OBE2QS7,Electronics,/Headphones,$17.80,4.8,32 ratings
5O9KDC5B8E21,"Bluetooth 5.0 True Wireless Earbuds Headphones w/ Charging Case, One-Step Pairing, IP67 Waterproof, 20Hrs Playtime In-Ear Headset Earphone Hands-free Earpiece Built-in Mic for iPhone/Android Black",,https://walmart.com/ip/5O9KDC5B8E21,Electronics,/Headphones,$24.99,4.6,67 ratings
7AQQBG9U7JQD,Bluetooth 5.0 True Wireless Stereo Earbuds Headphones Sports/Driving/Gym In-Ear Earphones Headsets with Charging Case Noise Cancelling and Built-in Mic Sweatproof Earpiece for iPhone Android Laptop,"New 2019 Version Cshidworld Bluetooth Earbuds YOU HAVE EVER TRIED!    Why Choose New 2019 Version Cshidworld Bluetooth Earbuds? 1.Amazing sound quality and easy to connect.  2.Pretty design and snugged dont't worry it will falling out  3.Lightweight and stay in you ear comfortable  4.Coming with charging Box,never to worry about the battery life   What you get  Bluetooth Headset*2  Ear Tips (S/M/L)*2  Magnetic Charging Box*1  USB Cable*1  User Manual*1    Specifications Bluetooth Standard: Bluetooth V5.0+EDR  Operation Range: 30 feet  Talk Time: Up to 6 Hours  Playing Time: Up to 3 Hours  Charging Time: 1 Hour  Battery Capacity: 100mAh   Q & A :  How to pairing those two headsets?  Step 1.For initial use, press and hold the button for 3 seconds of either earbud and release after the LED flashes between Red and Blue. (Voice Notice: Power on - Paring)  Step 2. Open the mobile phone bluetooth and search ?Air Headset?, then connect it.  Step 3. Pairing the earphone with your mobile phone, the product will be in standby status after pairing completed, Blue LED flashes 5 seconds each time. (Voice Notice: Connected)   Please Note: 1.For incoming call,Press function button once to answer;Press function button twice to reject(When at the calling mode,only master earbud has sound,This safety feature allows you to hear the traffic While driving.)  2.If only one earbud has sound at music mode, please try to recover the default setting. 3.When you receive this package and use the Earbuds at the first time, the working time may not be very long, because we test them before sending them out, That costs some battery. Please don't worry. Charge them and they will work as expected.  HD Sound: BT5.0 and lossless HD Bluetooth headphones rendering technology gives you incredible sound quality with deep bass and crystal crisp treble; noise cancelling technology blocks out distractions, so you can enjoy your music with nothing in the way Mini Design, Secure Fit: Extremely light weight and mini in-ear design wireless earbuds with 3 pairs of soft gel ear tips to ensure your earbuds stay comfortably in place, so you never lose them mid-stretch Never Out of Power: One full charge gives you up to 4 hours playtime and included portable charging case can fully charge the wireless headphones twice so they?ll never be out of power when you are on your way Hands-Free Calling: Bluetooth earbuds with built-in microphones enable you to answer calls without reaching for your phone during work outs; you can also skip to last/next songs and activate the voice control of your phone using the earbuds 2 Year Warranty:  Few electronic products dare to promise a 2-year-warranty, but we do. That's because these BL04 true wireless earbuds are our proudest work, we do have faith in them! 500mAh Ultra-large-capacity: Don't worry about low battery anymore. The charging case can charge the earbuds for about 8 times. The earbuds can play for 3-4 hours after charging them once, which means as long as 24 hours of duration in total. ",https://walmart.com/ip/7AQQBG9U7JQD,Electronics,/Headphones,$24.99,4.3,66 ratings
5ZQCSKVOD6VA,TEAC CD-P650 CD Player with USB & Digital Interface for iPod,"This full-size CD Player with USB and iPod Digital Interface from TEAC is able to manage CD, CD-RW and MP3 discs. Programmable functions like repeat, shuffle and others ensure a maximum of impressing sound experience. The USB port on the front side allows recording and playing favorite songs to a MP3 player. This player has a 1/4 in. headphone jack and includes a remote.Supports CD, CD-R/RW, MP3, USB & iPod USB port & digital interface for iPod Digital audio connection from iPod via USB cable iPhone/iPod charging while playback MP3 recording from CD or aux input to USB memory device MP3 playback from USB memory device BurrBrown 1791ADBR, 24-bit/192kHz sampling Advanced segment, audio stereo digital-to-analog converter Refined audio circuits Repeat, random, 32-track program play Multifunction fluorescent display 3.5mm headphone output with level control Compatible with most MP3 players & USB flash memory Includes remote Dim: 3.34""H x 17.25""W x 11.25""D",https://walmart.com/ip/5ZQCSKVOD6VA,Electronics,/CD Players,$179.00,3.8,39 ratings
0ZCXCLTGJCMS,Case Logic 208 Capacity CD / DVD Wallet,Case Logic BNW 208 - CD holderKey Features and Benefits:  208 capacity CD wallet Patented ProSleeves provide ultra protection by keeping dirt away to prevent scratching of delicate CD surface Durable nylon exterior keeps your belongings safe Convenient carrying handle 0 ,https://walmart.com/ip/0ZCXCLTGJCMS,Electronics,/CD Players,$24.99,4.3,86 ratings
6PNNJ0MKAM03,Skullcandy Cassette Wireless BT On-Ear Headphone with Mic in Black,,https://walmart.com/ip/6PNNJ0MKAM03,Electronics,/Over-Ear and On-Ear Headphones,$29.88,4.3,126 ratings
